,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1292,0 Mile,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,2017-06-14,203721,51,0.652,0.0111,0.915,2.52e-05,0.26,-4.126,0.0452,118.012,4
1293,Here - 2:00 AM Version,All Acoustic,Various Artists,2021-07-23,225973,0,0.66,0.905,0.372,0.0,0.119,-7.342,0.0757,96.997,4
1294,0ffline (feat. bbno$),23 6451,tha Supreme,2020-07-31,201094,63,0.558,0.0791,0.652,0.0,0.069,-5.92,0.293,201.765,4
1295,"Track Star (Remix 2.0)(feat. Chris Brown, A Boogie wit da Hoodie & Yung Bleu)","Track Star (Remix 2.0)(feat. Chris Brown, A Boogie wit da Hoodie & Yung Bleu)",Mooski,2021-05-18,221054,69,0.551,0.243,0.438,0.0,0.0972,-10.297,0.187,130.814,5
1296,0:59,太鼓,Danger,2017-03-21,254545,47,0.872,0.034,0.386,0.854,0.139,-7.506,0.0616,132.034,4
1297,Daisy 2.0 (feat. Hatsune Miku),Daisy 2.0 (feat. Hatsune Miku),Ashnikko,2020-12-11,167157,68,0.773,0.0698,0.627,0.0,0.234,-4.891,0.0452,131.021,4
1298,0325,I am YOU,Stray Kids,2018-10-22,218442,49,0.499,0.00718,0.854,0.0,0.17,-4.644,0.146,170.031,4
1299,Midsummer Madness,Head In The Clouds,88rising,2018-07-20,280841,70,0.409,0.359,0.678,4.76e-06,0.167,-7.731,0.0878,89.968,4
1300,"1 step forward, 3 steps back",SOUR,Olivia Rodrigo,2021-05-21,163586,86,0.473,0.941,0.203,0.0,0.126,-12.627,0.102,168.884,4
1301,Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,199604,95,0.78,0.31,0.718,0.000163,0.0932,-3.605,0.0506,127.949,4
1302,1985,A Hangover You Don't Deserve,Bowling For Soup,2004,193000,72,0.606,0.000242,0.887,0.0,0.337,-4.404,0.0598,119.974,4
1303,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,167693,82,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,89.991,4
1304,1-800-273-8255,Everybody,Logic,2017-05-05,250173,77,0.62,0.569,0.574,0.0,0.19,-7.788,0.0479,100.023,4
1305,10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,2018-11-06,208293,76,0.81,0.588,0.353,0.0,0.102,-9.931,0.31,88.031,4
1306,UN DIA (ONE DAY),Latin Dance Party,Various Artists,2021-08-06,232253,0,0.579,0.00491,0.687,0.0,0.181,-8.23,0.0618,168.157,4
1307,1400 / 999 Freestyle,A Love Letter To You 3,Trippie Redd,2018-11-09,175954,75,0.825,0.0079,0.572,0.0,0.113,-6.067,0.0864,141.991,4
1308,UN DIA (ONE DAY),Verano Chill 2021,Various Artists,2021-08-06,232253,0,0.579,0.00491,0.687,0.0,0.181,-8.23,0.0618,168.157,4
1309,Otra Noche Sin Ti,Verano Chill 2021,Various Artists,2021-08-06,228920,0,0.503,0.0751,0.548,0.000234,0.145,-7.564,0.164,94.036,4
1310,1950,1950,King Princess,2018-02-23,225133,74,0.6,0.648,0.535,4.7e-06,0.162,-7.043,0.107,71.912,4
1311,One Dance,Views,Drake,2016-05-06,173986,83,0.792,0.00776,0.625,0.0018,0.329,-5.609,0.0536,103.967,4
1312,1 0 0 . m i l ‘ (with Bas),The Off-Season,J. Cole,2021-05-14,163302,72,0.711,0.334,0.647,0.0,0.312,-5.667,0.0822,125.092,4
1313,18,FOUR (Deluxe),One Direction,2014-11-17,248360,77,0.681,0.22,0.582,0.0,0.119,-7.76,0.0313,124.038,4
1314,1979 - Remastered 2012,Mellon Collie And The Infinite Sadness (Deluxe Edition),The Smashing Pumpkins,1995,266200,75,0.767,0.0163,0.787,0.583,0.0513,-9.897,0.0331,126.879,4
1315,One Man Band,Old Dominion,Old Dominion,2019-10-25,186240,75,0.706,0.677,0.358,0.0,0.107,-8.331,0.0347,75.991,4
1316,100 MILLONES,100 MILLONES,Bad Bunny,2021-05-28,237459,74,0.808,0.133,0.559,6.57e-06,0.0966,-6.936,0.452,169.103,4
1317,One Of Them Girls,One Of Them Girls,Lee Brice,2020-04-10,188893,75,0.643,0.294,0.79,0.0,0.107,-6.079,0.0462,95.987,4
1318,"1, 2 Many",What You See Is What You Get,Luke Combs,2019-11-08,180906,70,0.54,0.0397,0.821,0.0,0.423,-3.789,0.0873,148.798,4
1319,Be the One - Acoustic Version,Unlimited Acoustic,Various Artists,2021-08-06,192813,0,0.672,0.636,0.448,2.28e-05,0.111,-7.97,0.0434,172.95,4
1320,100 Bad Days,Neotheater,AJR,2019-04-26,212783,67,0.626,0.0465,0.639,0.0,0.161,-5.62,0.085,144.009,4
1321,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,2020-07-24,232253,83,0.571,0.00536,0.693,0.0,0.173,-8.234,0.0545,168.169,4
1322,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),Queen,1980-06-27,214653,74,0.933,0.112,0.528,0.329,0.163,-6.472,0.162,109.975,4
1323,18,Burnout (Deluxe Version),Anarbor,2013-06-04,157360,69,0.724,0.0603,0.854,0.0,0.0805,-2.779,0.0997,98.056,4
1324,1901,Wolfgang Amadeus Phoenix,Phoenix,2009-05-25,193106,67,0.591,0.0605,0.831,4.67e-05,0.19,-5.647,0.0415,144.084,4
1325,I Like It,Dance Monkey - 10's All Out,Various Artists,2021-08-06,253390,0,0.815,0.101,0.727,0.0,0.372,-3.998,0.128,136.045,4
1326,115,Call of Duty: Black Ops – Zombies (Original Game Soundtrack),Treyarch Sound,2011-01-25,228160,62,0.363,0.000105,0.933,2.09e-06,0.102,-3.808,0.175,200.215,4
1327,All The Small Things,Enema Of The State,blink-182,1999-06-01,167066,79,0.434,0.0103,0.897,0.0,0.612,-4.918,0.0488,148.726,4
1328,151 Rum,DiCaprio 2,JID,2018-11-26,156780,66,0.756,0.155,0.867,0.00285,0.33,-3.626,0.162,129.983,4
1329,1999,Still Sleep?,Sleepy Hallow,2021-06-02,208292,68,0.802,0.856,0.502,0.0,0.256,-7.136,0.059,123.097,4
1330,One Day,Are You Alright?,Lovejoy,2021-05-08,144616,77,0.332,0.00696,0.737,0.0,0.0519,-8.572,0.0349,183.333,4
1331,1004 Kilómetros,Jimmy Humilde Presenta Lo Mejor De Las Calles Edición Mexico,Jimmy Humilde,2020-04-03,277167,68,0.651,0.671,0.567,0.000373,0.126,-6.477,0.0301,96.845,4
1332,14,14,BabySantana,2020-12-31,150825,66,0.497,0.69,0.491,0.0,0.44,-10.499,0.221,123.396,4
1333,15th and the 1st (feat. YG Hootie),Ferrari Boyz (Deluxe),Gucci Mane & Waka Flocka Flame,2011-08-05,233373,53,0.83,0.0362,0.672,0.0,0.106,-4.199,0.333,140.081,4
1334,18,18,Jeremy Zucker,2021-06-24,150015,71,0.787,0.0319,0.585,0.0,0.109,-5.384,0.0474,113.991,4
1335,Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,83,0.734,0.0462,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4
1336,100 Shots,Bulletproof,Young Dolph,2017-04-01,264818,59,0.798,0.135,0.668,4.69e-06,0.0583,-5.244,0.25,134.006,4
1337,11 PM,11:11,Maluma,2019-05-17,175733,76,0.777,0.217,0.712,0.0,0.091,-4.84,0.277,95.692,4
1338,Jocelyn Flores,17,XXXTENTACION,2017-08-25,119133,84,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4
1339,120,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,151506,72,0.636,0.451,0.656,7.97e-06,0.287,-5.542,0.0676,171.918,4
1340,1000 Rounds,1000 Rounds,Pouya,2017-03-20,163370,69,0.825,0.0111,0.761,0.00359,0.334,-5.389,0.104,149.97,4
1341,One Thing Right,One Thing Right,Marshmello,2019-06-21,181823,75,0.659,0.0644,0.625,0.0,0.582,-2.253,0.045,88.042,4
1342,1 Last Cigarette,1 Last Cigarette,The Band CAMINO,2021-02-26,185832,65,0.578,0.00566,0.952,0.000249,0.189,-3.622,0.0567,140.097,4
1343,What Makes You Beautiful,Up All Night,One Direction,2012-05-25,199986,82,0.726,0.009,0.787,0.0,0.0596,-2.494,0.0737,124.99,4
1344,17 Años,Una Lluvia De Rosas,Los Ángeles Azules,1999-01-01,181306,66,0.738,0.467,0.483,0.0,0.086,-9.097,0.0526,90.941,4
1345,122 Days,I Want to Die In New Orleans,$uicideboy$,2018-09-07,184324,66,0.748,0.409,0.381,7.04e-06,0.571,-13.221,0.362,130.944,4
1346,10%,BUBBA,KAYTRANADA,2019-12-13,186680,68,0.794,0.0267,0.757,0.000306,0.0621,-6.644,0.123,107.99,4
1347,Run,Run,OneRepublic,2021-05-05,169010,88,0.682,0.326,0.72,0.0,0.148,-8.173,0.0381,117.003,4
1348,SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,209273,82,0.515,0.544,0.479,0.00598,0.191,-7.458,0.0261,88.964,4
1349,1st of Tha Month,E. 1999 Eternal,Bone Thugs-N-Harmony,1995-07-25,314680,65,0.729,0.0777,0.581,3.81e-06,0.696,-8.235,0.18,74.038,4
1350,2055,Still Sleep?,Sleepy Hallow,2021-06-02,123986,83,0.829,0.492,0.512,0.0,0.12,-5.865,0.187,80.511,4
1351,Permission to Dance,Butter / Permission to Dance,BTS,2021-07-09,187585,95,0.702,0.00544,0.741,0.0,0.337,-5.33,0.0427,124.925,4
1352,2055,2055,Sleepy Hallow,2021-04-14,123986,80,0.775,0.455,0.518,0.0,0.121,-5.857,0.311,161.011,4
1353,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,220586,81,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,4
1354,Ball If I Want To,Ball If I Want To,DaBaby,2021-06-18,112546,84,0.902,0.161,0.669,0.0,0.0728,-5.049,0.457,139.949,4
1355,21,THE GOAT,Polo G,2020-05-15,163797,80,0.783,0.149,0.479,0.0,0.101,-10.646,0.541,176.027,4
1356,22,Red (Deluxe Edition),Taylor Swift,2012-10-22,230133,61,0.658,0.00215,0.729,0.0013,0.0752,-6.561,0.0378,104.007,4
1357,2/Catorce,2/Catorce,Rauw Alejandro,2021-02-14,212031,87,0.54,0.675,0.455,1.08e-05,0.12,-5.988,0.224,83.876,4
1358,Need To Know,Planet Her,Doja Cat,2021-06-25,210560,87,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
1359,24K Magic,24K Magic,Bruno Mars,2016-11-17,225983,77,0.818,0.034,0.803,0.0,0.153,-4.282,0.0797,106.97,4
1360,Mood (feat. iann dior),El Dorado,24kGoldn,2021-03-26,140533,89,0.701,0.174,0.716,0.0,0.324,-3.671,0.0361,91.007,4
1361,24 (feat. Lil Baby),24 (feat. Lil Baby),Money Man,2020-08-14,182857,73,0.868,0.146,0.638,0.0565,0.0931,-7.746,0.0736,126.03,4
1362,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,218801,83,0.597,0.0622,0.587,0.0,0.214,-7.026,0.137,140.021,4
1363,21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,224426,70,0.576,0.353,0.807,0.000363,0.0512,-3.908,0.317,90.012,4
1364,24 Hours (feat. Lil Durk),24 Hours (feat. Lil Durk),A Boogie Wit da Hoodie,2021-05-21,205702,73,0.586,0.334,0.474,0.0,0.118,-9.21,0.18,91.105,4
1365,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
1366,2040,The Voice of the Heroes,Lil Baby,2021-06-04,192920,71,0.744,0.0415,0.697,0.0,0.112,-4.067,0.136,150.046,4
1367,200 COPAS - Short Version,Verano Pop!,Various Artists,2021-08-06,198080,0,0.5,0.766,0.708,0.0,0.139,-4.803,0.174,184.685,3
1368,Dreams - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,257800,84,0.828,0.0644,0.492,0.00428,0.128,-9.744,0.0276,120.151,4
1369,2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,81,0.697,0.0372,0.683,0.0,0.137,-2.881,0.117,96.133,4
1370,Need To Know,Need To Know,Doja Cat,2021-06-11,210560,82,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
1371,Welcome to the Internet,Inside (The Songs),Bo Burnham,2021-06-10,275999,81,0.665,0.663,0.527,0.0,0.306,-8.588,0.429,94.711,3
1372,23 Island,Misunderstood,JayDaYoungan,2019-10-11,243246,69,0.804,0.563,0.383,0.0,0.238,-10.984,0.354,118.009,4
1373,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,83,0.523,0.512,0.606,0.0,0.106,-4.754,0.0301,145.837,4
1374,2nd Hand,KILL YOURSELF Part XII: The Dark Glacier Saga,$uicideboy$,2017-05-26,123468,71,0.933,0.0307,0.424,0.0,0.101,-6.686,0.127,139.977,4
1375,2055 (feat. Coi Leray),2055 (feat. Coi Leray),Sleepy Hallow,2021-07-28,119715,62,0.72,0.589,0.487,0.0,0.0943,-8.913,0.0811,161.009,4
1376,2 Phones,Islah (Deluxe),Kevin Gates,2016-01-29,240000,68,0.895,0.157,0.681,0.0,0.189,-5.267,0.358,121.918,4
1377,Santa Claus Is Coming To Town,Christmas Songs For Kids,Various Artists,2021-08-06,216720,0,0.639,0.027,0.836,0.0,0.283,-4.878,0.048,104.998,4
1378,2 On (feat. ScHoolboy Q),Aquarius,Tinashe,2014-10-03,227000,70,0.742,0.15,0.595,0.0,0.111,-7.51,0.107,101.013,4
1379,Santa Claus Is Coming To Town,Kid Friendly Christmas,Various Artists,2021-08-06,216720,0,0.639,0.027,0.836,0.0,0.283,-4.878,0.048,104.998,4
1380,21 Guns,21st Century Breakdown,Green Day,2009-05-15,321093,74,0.268,0.0518,0.742,0.0,0.626,-4.939,0.0355,159.779,4
1381,Santa Claus Is Coming To Town,Kids Pop Christmas,Various Artists,2021-08-06,216720,0,0.639,0.027,0.836,0.0,0.283,-4.878,0.048,104.998,4
1382,24,Epidemic,Money Man,2020-03-02,160952,71,0.842,0.0265,0.715,0.0554,0.0831,-6.03,0.0912,126.021,4
1383,rockstar (feat. 21 Savage),beerbongs & bentleys,Post Malone,2018-04-27,218146,83,0.585,0.124,0.52,7.01e-05,0.131,-6.136,0.0712,159.801,4
1384,2009,Swimming,Mac Miller,2018-08-03,347986,69,0.533,0.77,0.496,0.000164,0.0969,-9.363,0.517,155.158,4
1385,Bout A Million (feat. 42 Dugg & 21 Savage),Faith,Pop Smoke,2021-07-16,203586,81,0.716,0.526,0.67,0.0,0.13,-6.995,0.101,145.043,4
1386,223's (feat. 9lokknine),223's (feat. 9lokknine),YNW Melly,2019-08-09,176640,68,0.932,0.0388,0.547,0.0,0.0924,-7.787,0.333,94.998,4
1387,Bound 2,Yeezus,Kanye West,2013-06-18,229146,79,0.367,0.145,0.665,0.0,0.113,-2.821,0.0465,148.913,4
1388,200 COPAS,KG0516,KAROL G,2021-03-26,217213,76,0.515,0.767,0.704,0.0,0.415,-5.25,0.206,91.246,3
1389,The Chain - 2004 Remaster,Rumours (Super Deluxe),Fleetwood Mac,1977-02-04,270213,81,0.545,0.009,0.67,0.000822,0.0451,-8.81,0.0496,151.553,4
1390,2K FREESTYLE,2K FREESTYLE,Lazy3x,2020-02-16,213000,68,0.591,0.00193,0.682,0.0,0.103,-2.974,0.308,108.953,5
1391,Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),Tears For Fears,1985-02-25,251488,82,0.645,0.347,0.795,0.00389,0.104,-12.095,0.0527,112.067,4
1392,Hotel California - 2013 Remaster,Hotel California (2013 Remaster),Eagles,1976-12-08,391376,82,0.579,0.00574,0.508,0.000494,0.0575,-9.484,0.027,147.125,4
1393,23,23,Chayce Beckham,2021-05-14,228144,66,0.626,0.276,0.583,0.0,0.141,-7.346,0.0318,87.977,4
1394,all the good girls go to hell,New Normal Parade,Various Artists,2021-07-23,168839,2,0.854,0.313,0.446,0.215,0.156,-8.957,0.198,92.545,4
1395,Permission to Dance,Permission to Dance,BTS,2021-07-23,187585,77,0.702,0.00544,0.741,0.0,0.337,-5.33,0.0427,124.925,4
1396,2 Sauce,Still Sleep?,Sleepy Hallow,2021-06-02,188571,66,0.849,0.73,0.573,0.0,0.107,-6.246,0.168,140.033,4
1397,"...And to Those I Love, Thanks for Sticking Around",Stop Staring at the Shadows,$uicideboy$,2020-02-14,168489,80,0.792,0.124,0.511,9.04e-05,0.14,-6.876,0.0409,113.983,4
1398,25/8,YHLQMDLG,Bad Bunny,2020-02-29,243275,71,0.761,0.092,0.732,0.0,0.0716,-5.469,0.0549,151.982,4
1399,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,588139,79,0.468,0.333,0.652,0.000318,0.55,-4.912,0.0722,140.223,4
1400,34+35,Positions,Ariana Grande,2020-10-30,173710,84,0.83,0.237,0.585,0.0,0.248,-6.476,0.094,109.978,4
1401,"1 step forward, 3 steps back",SOUR,Olivia Rodrigo,2021-05-21,163586,86,0.473,0.941,0.203,0.0,0.126,-12.627,0.102,168.884,4
1402,3005,Because the Internet,Childish Gambino,2013-12-10,234215,76,0.472,0.113,0.448,0.0,0.0914,-7.272,0.326,166.077,4
1403,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",34+35 (Remix),Ariana Grande,2021-01-15,182437,73,0.88,0.205,0.662,0.0,0.227,-5.766,0.304,109.988,4
1404,30 (feat. Bizzy Banks),Faith (Deluxe),Pop Smoke,2021-07-31,228251,49,0.578,0.107,0.684,0.0,0.49,-5.908,0.191,106.743,3
1405,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
1406,3 Headed Goat (feat. Lil Baby & Polo G),Just Cause Y'all Waited 2,Lil Durk,2020-05-08,169531,74,0.837,0.268,0.482,0.0,0.0991,-8.608,0.365,143.01,4
1407,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,177666,77,0.815,0.223,0.518,0.0,0.104,-6.594,0.0897,151.891,4
1408,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,82,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4
1409,30,Inside (The Songs),Bo Burnham,2021-06-10,154726,72,0.812,0.196,0.679,0.0,0.0731,-6.579,0.0426,114.949,4
1410,3 Musketeers,3 Musketeers,ppcocaine,2020-07-07,166857,67,0.91,0.258,0.617,0.0,0.122,-10.234,0.0847,104.972,4
1411,STAY (with Justin Bieber),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,141805,84,0.591,0.0383,0.764,0.0,0.103,-5.484,0.0483,169.928,4
1412,3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat (feat. Lil Baby & Polo G),Lil Durk,2020-05-07,169531,64,0.835,0.262,0.482,0.0,0.0991,-8.607,0.367,143.015,4
1413,3AM,Yourself or Someone Like You,Matchbox Twenty,1996-10-01,225946,69,0.521,0.00573,0.673,0.0,0.12,-8.685,0.0284,108.031,4
1414,Kryptonite,The Better Life,3 Doors Down,2000,233933,78,0.545,0.00664,0.865,1.1e-05,0.168,-5.708,0.0286,99.009,4
1415,"3, 2, 1",El Dorado,24kGoldn,2021-03-26,131586,71,0.694,0.246,0.708,0.0,0.152,-2.066,0.137,164.958,4
1416,Beat Box 3 (feat. DaBaby),Beat Box 3 (feat. DaBaby),SpotemGottem,2021-02-26,200424,73,0.853,0.0765,0.426,0.0,0.104,-6.812,0.374,160.051,4
1417,3:15,COSMIC,Bazzi,2018-04-12,167018,66,0.651,0.385,0.654,0.0,0.181,-5.481,0.0466,141.975,4
1418,33,THE GOAT,Polo G,2020-05-15,170057,67,0.732,0.126,0.462,0.0,0.12,-10.191,0.406,180.067,4
1419,Dick (feat. Doja Cat),Dick (feat. Doja Cat),StarBoi3,2021-04-23,175238,84,0.647,0.13,0.608,0.0,0.0584,-6.831,0.42,125.994,4
1420,3500 (feat. Future & 2 Chainz),Rodeo (Expanded Edition),Travis Scott,2015-09-04,461840,65,0.773,0.114,0.595,2.47e-06,0.13,-6.062,0.161,123.968,4
1421,30 Hours,The Life Of Pablo,Kanye West,2016-06-10,323302,62,0.823,0.0359,0.813,0.0,0.0886,-6.71,0.288,95.012,4
1422,<3,YHLQMDLG,Bad Bunny,2020-02-29,157967,69,0.631,0.602,0.665,1.7e-06,0.152,-7.589,0.229,80.353,4
1423,STILL CHOSE YOU (feat. Mustard),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,171428,75,0.724,0.41,0.5,0.0,0.115,-7.112,0.259,97.694,4
1424,3 O'Clock Things,OK ORCHESTRA,AJR,2021-03-26,228376,62,0.685,0.0344,0.523,0.0,0.161,-8.633,0.0783,94.026,4
1425,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,2021-04-22,278085,85,0.883,0.21,0.674,0.0,0.0678,-8.043,0.357,141.02,4
1426,3,The Singles Collection,Britney Spears,2009-11-09,213173,64,0.697,0.0452,0.709,0.0,0.138,-1.917,0.0455,134.91,4
1427,327,Pray for Paris,Westside Gunn,2020-04-17,349040,65,0.42,0.832,0.701,0.0,0.103,-7.582,0.339,79.716,4
1428,SAME ENERGY,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,93176,74,0.676,0.135,0.494,0.0,0.0995,-7.077,0.261,169.685,4
1429,3 A.M.,Levon James,King Von,2020-03-06,126883,60,0.885,0.0401,0.485,0.0,0.103,-7.891,0.474,139.989,4
1430,Three Little Birds,Exodus (Deluxe Edition),Bob Marley & The Wailers,1977-01-03,180266,77,0.814,0.0111,0.482,1.57e-06,0.0476,-10.493,0.0588,148.404,4
1431,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix","3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) [Remix]",Wisin,2020-01-24,366613,76,0.833,0.0696,0.858,0.0,0.239,-3.283,0.0794,91.967,4
1432,OVER YOU,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,150888,73,0.454,0.431,0.718,0.0,0.163,-5.084,0.107,141.556,4
1433,333,PAPER ROUTE iLLUMINATi,Young Dolph,2021-07-30,175106,48,0.898,0.0898,0.707,0.0,0.144,-7.326,0.361,149.951,4
1434,BEST FOR ME,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,142417,71,0.536,0.553,0.482,0.0,0.123,-6.749,0.0311,90.966,4
1435,3 de La Mañana,3 de La Mañana,Mau y Ricky,2021-06-17,220773,77,0.705,0.00851,0.896,0.0,0.118,-2.647,0.0606,76.024,4
1436,BAD NEWS,F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,131364,70,0.55,0.071,0.533,0.0,0.12,-6.853,0.0441,87.48,4
1437,3:15 (Breathe),3:15 (Breathe),Russ,2021-05-21,184000,66,0.451,0.591,0.627,0.00958,0.118,-4.59,0.127,74.69,4
1438,Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,180138,79,0.98,0.671,0.413,7.95e-05,0.17,-11.052,0.101,119.993,4
1439,3AM,SHAKE THE SNOW GLOBE (DELUXE),Russ,2020-05-19,200547,65,0.569,0.108,0.657,0.0,0.108,-6.639,0.0425,73.008,4
1440,STILL CHOSE YOU (feat. Mustard),F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,171428,69,0.724,0.41,0.5,0.0,0.115,-7.112,0.259,97.694,4
1441,396 Hz Let Go of Fear & Guilt,396 Hz Liberating Guilt and Fear,Miracle Tones,2019-10-18,129500,63,0.187,0.935,0.237,0.698,0.111,-22.685,0.0558,141.363,4
1442,30 (feat. Bizzy Banks),Faith,Pop Smoke,2021-07-16,228251,74,0.578,0.107,0.684,0.0,0.49,-5.908,0.191,106.743,3
1443,396 Hz Dissolve Negativity,396 Hz Liberating Guilt and Fear,Miracle Tones,2019-10-18,131125,63,0.185,0.866,0.212,0.895,0.0993,-24.36,0.0621,138.515,4
1444,DON'T LEAVE ME (feat. G Herbo & Lil Durk),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,167965,69,0.639,0.0917,0.727,0.0,0.111,-5.23,0.0901,75.992,4
1445,396 Hz Cleanse Fear & Negative Blocks,396 Hz Liberating Guilt and Fear,Miracle Tones,2019-10-18,179375,63,0.179,0.986,0.149,0.929,0.0846,-26.484,0.0386,141.122,4
1446,DONTTRUSTME,WANT,3OH!3,2008-07-07,192573,71,0.791,0.0163,0.713,0.0,0.189,-3.742,0.254,130.012,4
1447,LONELY AND F*CKED UP,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,162818,68,0.752,0.0421,0.631,0.0,0.188,-6.809,0.0495,124.983,4
1448,3:00 AM,Our Love,Finding Hope,2017-10-27,201951,69,0.55,0.563,0.147,0.00102,0.286,-18.675,0.0404,81.991,4
1449,I DON'T KNOW,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,134302,69,0.53,0.0319,0.673,0.0,0.148,-6.851,0.0584,160.886,4
1450,4 Da Gang (with Roddy Ricch),Free Dem Boyz,42 Dugg,2021-05-21,156367,78,0.87,0.0124,0.561,0.0,0.103,-10.388,0.186,100.458,4
1451,good 4 u,SOUR,Olivia Rodrigo,2021-05-21,178146,99,0.563,0.335,0.664,0.0,0.0849,-5.044,0.154,166.928,4
1452,4EVER,4EVER,Clairo,2018-04-27,159595,70,0.75,0.049,0.585,0.00552,0.155,-7.576,0.0285,102.331,4
1453,4 Sons of a King,4 Sons of a King,YoungBoy Never Broke Again,2019-07-19,127367,62,0.805,0.043,0.531,0.0,0.116,-7.463,0.241,151.987,4
1454,45,Leave a Whisper (Deluxe Edition),Shinedown,2003-05-27,250093,66,0.446,0.0022,0.657,0.0,0.189,-4.494,0.0262,152.132,3
1455,LEMONHEAD (feat. 42 Dugg),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,130979,78,0.62,0.155,0.586,0.0,0.535,-6.612,0.212,137.131,4
1456,4 AM,Pretty Girls Like Trap Music,2 Chainz,2017-06-16,255560,67,0.796,0.118,0.5,0.0,0.155,-7.21,0.425,75.012,4
1457,4th Dimension,KIDS SEE GHOSTS,KIDS SEE GHOSTS,2018-06-08,153351,68,0.765,0.278,0.542,1.87e-05,0.609,-6.755,0.39,171.945,4
1458,Bout A Million (feat. 42 Dugg & 21 Savage),Faith,Pop Smoke,2021-07-16,203586,81,0.716,0.526,0.67,0.0,0.13,-6.995,0.101,145.043,4
1459,44 More,Bobby Tarantino II,Logic,2018-03-09,188600,67,0.824,0.0718,0.584,0.0,0.106,-7.098,0.221,139.965,4
1460,Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,203346,80,0.542,0.00172,0.905,0.0104,0.136,-5.653,0.054,153.398,4
1461,4 Thangs (feat. Big Sean & Hit-Boy),4 Thangs (feat. Big Sean & Hit-Boy),Freddie Gibbs,2020-10-30,104911,67,0.813,0.0547,0.557,0.0,0.128,-6.655,0.133,83.012,4
